timestamp,energy_kwh,temperature_c,solar_kwh,wind_kwh
2026-05-10 13:00:00+00:00,63.82258780808438,31.365660495705317,11.571462704849328,4.6984028251203585
2026-05-10 14:00:00+00:00,63.4603680180031,29.565027101242563,9.56040787238394,4.188726066271074
2026-05-10 15:00:00+00:00,64.0236611005457,31.13159867054895,11.980091935920173,4.751843279054877
2026-05-10 16:00:00+00:00,64.76185835589035,30.423672243404486,8.104377103990014,7.757607182461914
2026-05-10 17:00:00+00:00,66.22084447908368,25.728556767020397,3.6745381551231717,6.384409113885915
2026-05-10 18:00:00+00:00,67.62542544210868,25.077537637111018,0.0,4.784980811568136
2026-05-10 19:00:00+00:00,69.68733809336291,25.25808039628663,0.5225323328855619,5.584150483918136
2026-05-10 20:00:00+00:00,67.30021195730482,23.18969169764229,0.23600478418903686,5.748770819086487
2026-05-10 21:00:00+00:00,61.38047017618226,22.119351558483103,0.28420476228740954,4.819683007530549
2026-05-10 22:00:00+00:00,56.97019129504708,19.89062479124811,0.0,4.921996794585606
2026-05-10 23:00:00+00:00,52.303536964230766,21.033436632624078,0.9184475849145064,7.514733628457398
2026-05-11 00:00:00+00:00,54.78740484418027,20.329486869820776,0.0,5.610507748509517
2026-05-11 01:00:00+00:00,51.563875098512526,19.288293763608767,0.7642804071469325,4.760552613200221
2026-05-11 02:00:00+00:00,48.75964656062824,20.783540918163045,0.5107719329907431,6.324108378612422
2026-05-11 03:00:00+00:00,49.077221344374514,20.608597474806118,0.28866637089234004,6.637300988370262
2026-05-11 04:00:00+00:00,52.90969788797949,19.987260741860933,0.0,3.7938490047390356
2026-05-11 05:00:00+00:00,51.2734134684365,22.720847142819128,0.07579492240976146,6.577873715106198
2026-05-11 06:00:00+00:00,52.66523903144871,22.592045430649296,0.0,7.924893023292901
2026-05-11 07:00:00+00:00,64.73209023118275,26.36700929164919,4.154004870893142,7.411558527355451
2026-05-11 08:00:00+00:00,68.05497978293873,26.823098389152978,6.290141392802529,9.966788410752892
2026-05-11 09:00:00+00:00,68.68001033046241,28.125461519079547,11.708616808071653,8.656809163562816
2026-05-11 10:00:00+00:00,70.05246921434258,28.78999628481885,13.377684244113599,8.988721987865604
2026-05-11 11:00:00+00:00,74.57092883320705,32.04482001986856,7.692213342262976,10.92992031709378
2026-05-11 12:00:00+00:00,70.54119548194777,31.00885544808624,10.549902383966336,8.115295704778282
2026-05-11 13:00:00+00:00,69.75160267296582,30.90182999503979,7.83435739209731,7.320622626955119
2026-05-11 14:00:00+00:00,62.54695601513885,30.80587392502474,12.386866079957999,8.488273228639816
2026-05-11 15:00:00+00:00,72.45609762220843,31.28482555405838,9.201842106996821,6.368993714861381
2026-05-11 16:00:00+00:00,76.95700340674544,30.14806429206799,5.133562590165856,7.32367519660226
2026-05-11 17:00:00+00:00,77.51493309565983,28.97912292511452,4.862307713449517,6.281129469500563
2026-05-11 18:00:00+00:00,80.13565793238541,27.57065948233347,0.2595514989784128,7.754163357048097
2026-05-11 19:00:00+00:00,84.32417564257334,28.08761521124959,0.0,6.287327276772252
2026-05-11 20:00:00+00:00,73.25821612840001,23.49386446187985,0.0,6.235285076653658
2026-05-11 21:00:00+00:00,72.5093386764368,21.93658343674815,0.04446777044464267,7.766810780157908
2026-05-11 22:00:00+00:00,66.87638566401115,20.348862728391108,0.0,6.9801183322165095
2026-05-11 23:00:00+00:00,59.673186409986435,21.127766293829435,0.0,4.453395131610927
2026-05-12 00:00:00+00:00,51.16010465465956,21.160623392539208,0.0,5.087257127999026
